# Quantenoptiklabor: Experiment Interferenz und Energiekorrelation
# Messung vom 28.09.2008, 08:15 Uhr
# Datenaufnahme: Pro Datenpunkt 10 Messungen mit 1s: Mittelwert und Standardabweichung
# Didaktik der Physik, Universität Erlangen
# Lab-User: P. Bronner

#Aufnahme der Koinzidenzen von Trigger&Transmittiert + Trigger&Reflektiert

#Achsenbeschriftung:
# Weg [nm]	Einzelereignisse [Hz]	Stab Einzel [Hz]	Koinz [Hz]	Stab Koinz [Hz]

10603	19385,0	422,6	2122,1	70,1
10611	20520,9	236,3	2318,9	49,3
10620	21977,7	465,1	2488,9	75,3
10627	24259,3	767,1	2762,9	82,8
10636	25202,1	718,3	2866,4	57,7
10644	26787,2	886,2	3020,5	90,3
10653	28714,1	903,4	3154,2	107,6
10661	29634,1	758,0	3214,2	66,0
10669	31662,2	606,8	3325,4	65,7
10678	33350,2	651,2	3435,5	77,1
10686	34889,6	652,8	3464,1	61,1
10694	36556,0	827,4	3522,3	48,6
10703	37976,8	844,6	3531,5	66,9
10711	40080,1	710,5	3462,4	42,0
10720	40662,3	307,8	3404,1	70,9
10728	41344,4	229,8	3341,6	64,4
10736	41777,8	276,8	3278,0	53,5
10745	42231,3	256,3	3164,0	47,7
10753	42711,7	304,8	3015,4	92,0
10762	42817,9	268,0	2843,7	44,6
10769	42734,2	265,6	2694,8	74,8
10777	42147,2	366,5	2478,9	62,7
10786	41843,6	380,5	2395,4	83,1
10794	40840,8	510,4	2106,4	92,9
10803	39962,6	448,3	1963,5	102,2
10812	38785,3	574,7	1705,0	101,9
10820	37752,8	639,0	1565,1	125,8
10827	35405,3	692,6	1267,8	77,9
10837	34152,3	852,8	1119,4	85,9
10844	32396,9	527,8	941,4	49,1
10853	31354,2	729,3	839,9	72,7
10861	28654,0	459,6	636,9	49,9
10869	27573,4	1092,5	548,2	72,0
10878	25047,0	673,5	408,9	35,4
10885	22644,8	1112,7	309,9	51,3
10893	22367,0	869,9	289,8	38,2
10902	20408,9	1303,3	243,5	23,9
10911	18901,6	473,3	229,3	18,4
10919	18174,2	685,7	244,9	11,9
10927	16459,4	257,9	293,4	17,0
10936	15756,7	369,7	332,9	28,1
10944	14744,6	392,7	421,4	56,1
10953	14157,3	230,2	552,0	57,3
10960	13839,2	101,8	672,2	54,3
10968	13785,2	154,5	914,0	90,7
10977	13916,0	240,5	989,3	117,9
10985	14015,0	267,1	1079,2	101,9
10994	14569,4	194,1	1275,7	44,1
11001	15696,2	240,4	1555,3	66,7
11010	16551,8	388,4	1734,9	92,2
11018	17490,6	457,3	1875,9	67,8
11026	20112,8	625,0	2258,2	98,1
11035	19796,1	472,5	2231,8	58,8
11042	21935,6	336,1	2491,0	57,0
11050	24145,7	590,0	2721,0	71,3
11059	25779,3	485,5	2837,0	60,3
11069	27929,4	475,9	3051,0	58,5
11076	29527,5	463,0	3139,0	86,2
11084	30940,4	464,4	3266,0	57,7
11092	32768,5	552,9	3324,1	53,7
11100	35047,3	877,2	3422,7	58,1
11110	36260,8	492,6	3476,9	76,0
11116	38089,9	340,8	3499,3	76,8
11125	39316,9	626,4	3551,8	60,9
11134	41115,2	396,3	3490,3	51,5
11143	42094,3	352,6	3468,1	72,9
11149	42922,2	523,1	3400,1	63,2
11157	44072,5	205,8	3236,4	101,1
11167	44304,6	183,7	3186,6	48,4
11174	44417,6	127,8	3012,5	53,6
11183	44426,9	276,4	2880,5	89,2
11191	43877,9	190,9	2677,3	58,2
11200	43563,0	337,5	2556,5	91,1
11208	42318,3	653,6	2314,6	117,1
11216	41928,4	417,3	2191,0	95,9
11224	41109,5	477,9	2028,7	78,9
11231	38533,1	896,4	1663,7	122,9
11240	37809,2	612,3	1581,2	86,8
11248	35777,7	782,3	1358,4	82,4
11257	33531,1	760,3	1101,7	93,2
11265	32057,5	888,4	971,1	81,9
11273	30186,0	985,6	826,1	67,8
11280	27675,2	1161,7	637,5	88,1
11289	27200,0	644,3	596,0	56,7
11297	24628,1	853,4	441,0	50,7
11306	23848,5	745,0	398,4	42,2
11315	20364,4	1311,8	262,7	39,1
11322	19150,5	619,2	237,0	18,0
11331	17388,9	812,6	211,3	12,3
11338	15762,9	329,0	215,2	14,8
11346	15038,3	368,0	226,1	16,3
11355	13882,3	339,7	282,4	33,1
11363	12855,6	271,3	379,5	30,3
11371	12297,6	166,8	469,1	49,3
11380	11996,2	126,8	662,6	56,4
11387	12022,7	136,2	759,7	49,2
11396	12200,0	197,0	900,7	87,5
11403	12898,2	276,7	1142,5	70,7
11412	13639,7	684,3	1292,9	141,8
11421	14746,0	493,1	1512,2	98,0
11428	15882,1	598,9	1709,1	94,3
11436	16975,2	701,1	1888,1	96,7
11445	19083,4	778,6	2118,4	95,5
11454	21500,1	962,2	2404,4	99,9
11462	22930,8	1142,1	2569,2	130,5
11469	24919,2	909,8	2701,5	82,8
11477	26145,2	820,1	2810,5	90,1
11486	29500,3	1087,6	3068,3	100,8
11493	30955,0	806,1	3150,3	94,8
11501	32578,9	937,7	3254,9	73,5
11510	36241,1	946,2	3452,8	45,2
11518	37611,2	1327,1	3498,9	62,7
11527	38946,4	555,7	3524,0	62,9
11536	41120,4	760,4	3545,4	57,6
11543	42546,6	445,3	3556,2	77,4
11550	43566,3	809,2	3547,7	68,0
11558	45014,7	372,6	3415,6	91,9
11566	45488,1	215,7	3398,7	61,7
11575	45928,6	295,0	3224,8	66,9
11582	46059,2	169,9	3207,6	41,0
11591	46025,2	237,7	3098,5	71,1
11600	45858,8	323,8	2887,7	43,3
11607	45517,8	290,1	2763,9	75,9
11615	44508,1	324,4	2534,8	89,9
11624	43197,5	414,5	2303,3	84,3
11632	42462,2	669,1	2178,2	109,3
11640	40819,3	804,7	1932,9	95,2
11648	39279,3	629,9	1768,3	89,9
11656	37275,5	666,7	1514,3	84,6
11664	35942,6	337,0	1390,1	53,4
11674	33611,0	790,0	1185,6	91,9
11681	30344,7	847,4	892,3	65,2
11689	28627,3	668,8	787,3	45,4
11696	27402,0	616,2	682,0	49,0
11705	23365,2	816,1	448,6	48,6
11713	21927,8	478,9	382,4	31,2
11722	20102,3	699,6	294,7	28,3
11730	17779,5	497,6	214,2	18,9
11737	16466,2	828,1	192,9	24,7
11746	14691,8	687,4	176,8	8,8
11754	13180,6	350,1	184,7	14,2
11762	12202,7	504,1	224,4	26,2
11770	11229,8	340,2	311,6	39,3
11778	10812,4	265,0	351,1	33,5
11787	10343,8	125,7	491,1	43,6
11795	10298,5	87,5	625,3	66,4
11802	10419,5	143,4	684,9	72,1
11810	11179,4	245,9	978,8	34,3
11819	12195,8	288,4	1209,2	64,7
11828	12824,3	457,1	1293,9	66,3
11834	13916,4	753,0	1455,3	117,7
11843	15624,5	676,2	1695,4	78,9
11851	17398,5	700,1	1914,6	110,1
11859	19172,6	725,8	2105,7	88,1
11867	21164,8	995,1	2321,7	93,1
11875	23158,7	638,8	2495,5	70,8
11884	26570,4	996,2	2759,0	93,9
11891	27910,7	977,6	2855,3	95,0
11899	29579,9	644,7	2973,9	51,3
11909	32112,6	887,5	3123,3	67,7
11916	34646,9	1129,5	3275,5	64,9
11924	36744,0	678,5	3386,1	55,0
11931	38629,2	647,8	3458,8	63,6
11940	40384,7	709,2	3511,8	49,8
11948	42172,0	640,4	3550,6	52,8
11955	44277,8	449,3	3566,0	65,1
11963	44981,0	379,3	3544,1	71,1
11972	45913,3	871,8	3504,7	60,3
11980	46960,1	379,4	3469,8	65,0
11989	47660,4	242,0	3290,6	90,2
11997	47704,5	131,1	3223,6	91,1
12004	47748,5	197,2	3107,5	60,7
12013	47403,3	462,1	3010,0	119,9
12020	46545,7	607,6	2777,1	128,2
12028	46001,3	684,8	2649,0	149,1
12038	44321,1	715,6	2380,4	112,3
12045	43486,2	849,3	2283,2	101,0
12052	41028,0	1067,2	1952,9	134,4
12061	40248,2	477,4	1885,8	58,7
12070	38360,0	693,6	1692,8	77,8
12076	36558,0	598,0	1529,1	69,1
12085	34574,4	538,4	1325,3	28,5
12094	31818,7	999,6	1112,9	78,2
12101	29555,2	829,6	923,7	76,0
12110	26293,3	1119,5	695,3	84,3
12116	24429,4	745,6	588,4	44,1
12125	20747,6	553,7	378,2	30,5
12133	19465,4	779,9	336,6	40,4
12142	17422,9	734,8	251,1	29,0
12150	16868,8	743,0	225,4	24,7
12158	15186,1	985,9	186,2	30,2
12165	12413,1	515,5	141,8	11,1
12174	11128,5	636,2	159,4	22,3
12181	10484,9	317,4	181,5	34,2
12189	9231,1	243,1	278,7	35,0
12197	8897,6	182,9	318,4	48,9
12205	8605,2	55,9	436,9	49,6
12214	8749,8	204,3	611,7	83,6
12221	8915,5	180,9	673,2	74,8
12229	9194,3	185,6	745,8	50,4
12238	10189,6	412,5	966,3	92,0
12245	11284,0	318,6	1130,4	48,7
12253	12716,9	466,7	1356,1	68,9
12260	14887,7	427,7	1640,1	63,7
12270	16594,9	692,3	1816,8	78,7
12277	17366,7	1183,1	1911,2	105,2
12285	20340,4	1195,5	2175,3	103,8
12293	22978,9	985,3	2415,0	122,0
12302	26249,4	933,5	2669,6	80,2
12310	27590,5	643,7	2749,1	70,6
12317	29471,7	389,5	2887,8	66,0
12326	32482,1	351,1	3074,7	68,8
12333	33913,1	606,2	3157,1	56,0
12342	36414,4	720,8	3299,6	62,0
12348	39002,8	375,4	3429,7	70,8
12356	40796,2	544,3	3468,3	56,4
12365	43277,6	942,2	3545,3	77,8
12373	44332,7	1252,3	3569,3	86,3
12380	46293,6	466,2	3592,1	43,8
12388	47630,5	406,8	3555,2	55,2
12397	48308,9	330,5	3511,0	62,2
12405	49030,9	269,9	3459,0	61,5
12413	49240,5	205,2	3325,6	48,0
12420	49239,9	252,8	3312,2	73,3
12429	48799,9	253,0	3111,8	74,8
12437	49000,9	319,3	3083,4	85,7
12444	48103,7	468,9	2908,4	85,7
12453	46721,8	353,6	2692,5	85,3
12461	45502,6	523,8	2523,1	55,9
12468	42935,3	745,2	2206,6	80,5
12476	41519,7	787,0	2036,9	102,1
12484	40081,3	567,9	1884,8	76,9
12492	37389,1	678,7	1650,2	77,4
12501	34435,9	1028,0	1413,5	75,3
12508	33049,7	712,6	1281,4	76,4
12515	29877,8	888,5	1038,7	64,7
12524	27290,2	1685,3	866,9	112,5
12531	24790,2	1220,1	719,5	72,5
12539	22488,3	889,7	559,3	57,3
12547	20973,6	945,6	469,0	63,7
12556	18138,2	1382,7	337,6	68,7
12564	16592,2	525,7	268,9	19,9
12571	15041,6	367,6	222,0	16,6
12579	12087,0	1774,4	144,7	32,7
12587	11015,9	267,5	128,1	8,0
12595	9295,8	257,3	125,0	8,3
12603	7896,7	262,4	187,2	35,8
12612	7303,4	200,0	253,9	46,6
12618	7185,6	132,9	288,0	40,3
12626	7099,5	113,3	442,8	42,6
12635	7203,4	187,3	499,3	52,1
12642	7970,3	350,2	693,0	79,5
12651	8571,0	240,0	801,0	55,5
12659	10406,8	592,5	1081,7	70,5
12666	10414,1	450,6	1086,4	76,2
12674	12103,0	572,9	1301,2	69,0
12681	15034,1	1364,4	1618,3	143,0
12689	17414,2	770,5	1838,1	97,0
12697	19105,7	559,1	1993,9	61,2
12704	21725,2	1273,9	2229,6	88,8
12713	24952,5	989,7	2520,4	96,6
12721	28092,7	1410,9	2707,2	153,8
12729	29493,8	875,0	2798,5	81,5
12738	31963,0	933,2	2944,3	63,7
12744	33917,7	1766,7	3065,5	114,4
12753	36481,4	745,2	3234,6	50,1
12760	38935,6	1206,0	3313,5	104,0
12769	40703,1	616,2	3430,0	62,5
12777	42751,9	570,1	3498,7	70,2
12784	45092,0	254,9	3586,5	82,3
12792	47176,3	682,3	3598,9	36,8
12800	48286,2	536,4	3626,0	61,9
12807	49169,8	442,3	3583,5	84,1
12816	50099,6	235,5	3534,6	80,7
12824	50491,1	364,0	3506,6	86,1
12831	50619,5	315,2	3426,3	94,3
12839	50319,2	234,9	3258,7	86,1
12847	49870,7	306,6	3129,6	88,0
12855	49687,3	597,6	3093,3	91,4
12863	48010,8	286,3	2827,0	81,8
12870	46622,5	204,5	2642,7	27,2
12878	45678,7	670,9	2509,6	95,9
12887	43523,1	534,6	2292,7	92,7
12894	41381,2	658,2	2094,1	84,2
12902	39245,3	1537,1	1895,3	125,3
12911	36530,6	1298,2	1648,4	104,1
12918	35648,4	603,5	1568,9	41,6
12926	32320,1	1225,9	1297,0	91,5
12932	29190,3	1298,2	1080,3	91,9
12942	25797,8	1115,9	860,4	79,7
12949	24399,3	1034,8	765,4	66,0
12957	22257,4	1792,4	645,8	106,8
12965	19941,3	922,9	505,6	58,8
12972	16354,0	1099,1	338,7	49,9
12981	14482,7	388,6	257,6	19,8
12989	12300,1	782,8	164,7	27,3
12996	10458,4	517,6	126,1	19,4
13004	9043,1	410,8	101,0	9,0
13011	8241,7	563,9	95,2	8,5
13019	6953,0	380,4	115,7	21,3
13028	6139,5	199,3	148,0	13,0
13035	5608,6	106,5	243,1	29,3
13043	5567,4	72,0	309,0	45,8
13050	5827,4	335,8	430,2	67,8
13059	6688,1	713,4	603,8	135,8
13067	7097,6	522,8	689,9	81,2
13074	8094,7	517,5	818,0	80,2
13082	9704,2	338,2	1033,8	37,6
13090	11166,1	354,8	1173,2	35,8
13097	13262,5	894,5	1405,6	81,7
13105	15961,1	800,5	1650,5	81,6
13114	17807,6	1268,8	1812,6	112,2
13121	20720,8	642,0	2062,5	87,0
13129	23679,8	685,8	2268,4	72,5
13136	25929,4	944,4	2411,2	76,9
13144	29279,0	606,0	2652,8	41,2
13152	33367,9	1270,6	2939,7	87,4
13160	35675,9	2065,0	3053,5	128,2
13168	36208,6	1712,0	3116,8	86,1
13175	39700,5	852,5	3262,0	54,0
13183	41890,4	784,5	3406,3	64,9
13192	44872,8	662,1	3538,5	85,2
13199	46695,4	499,6	3565,9	49,4
13206	47397,3	742,8	3599,7	54,1
13214	48603,9	636,9	3622,7	59,6
13222	49950,3	658,3	3636,3	70,5
13228	50868,0	355,2	3621,6	56,5
13235	51574,4	349,4	3602,6	42,5
13245	51692,7	232,2	3518,5	48,9
13252	51823,6	198,8	3403,1	84,8
13260	51743,3	243,3	3380,0	76,4
13267	51175,4	267,9	3183,9	53,4
13275	49634,9	418,5	3008,9	52,5
13284	48573,7	307,2	2835,4	99,4
13291	47597,4	387,8	2718,7	39,4
13299	46240,9	586,2	2622,8	65,8
13306	43296,9	645,6	2289,5	48,5
13313	40796,6	806,2	2074,1	83,5
13321	39695,2	1257,3	1992,5	98,7
13329	37398,1	1245,4	1826,3	134,9
13338	33729,7	868,5	1492,8	96,5
13344	31039,3	703,4	1314,4	50,4
13352	28396,9	1826,6	1146,5	132,7
13359	25691,0	837,2	954,1	63,1
13368	22416,4	815,6	745,7	41,7
13375	20625,5	1349,6	651,1	77,9
13383	16665,9	1341,2	444,7	60,3
13391	16010,4	684,6	399,1	39,7
13398	13444,8	804,8	283,7	38,2
13406	11195,7	1142,4	193,8	35,3
13414	8572,2	555,5	116,2	23,6
13422	7682,1	817,3	92,3	14,1
13429	6215,7	312,9	74,4	7,1
13438	5598,7	326,1	86,0	5,6
13445	5083,4	240,1	93,4	13,4
13453	4290,4	67,2	214,0	33,5
13460	4557,0	244,4	348,1	76,5
13469	5184,7	380,1	469,5	66,3
13476	5808,0	575,2	548,0	64,3
13484	6818,0	894,9	693,6	103,7
13490	8104,5	621,1	842,4	71,8
13499	9495,3	860,5	995,7	76,9
13506	12195,5	439,0	1246,3	41,5
13514	12278,3	508,2	1241,1	64,4
13522	14750,1	1484,5	1479,6	116,8
13529	17264,0	734,7	1678,9	67,9
13538	20186,8	1501,9	1903,7	114,0
13544	23393,0	1018,9	2173,7	81,0
13553	27556,8	1634,6	2449,7	131,4
13560	29875,5	1095,2	2622,6	56,8
13568	31194,7	1592,3	2694,0	113,1
13574	34839,0	1322,6	2922,0	69,4
13583	37608,7	856,7	3070,3	71,8
13591	40548,2	1401,8	3283,8	77,2
13599	42326,0	1185,9	3324,9	63,0
13606	45920,4	388,9	3529,0	58,8
13613	47356,5	463,2	3602,4	64,4
13621	47487,4	334,6	3560,4	64,1
13629	50435,0	604,3	3627,0	67,3
13637	51079,8	795,1	3599,5	44,6
13645	52466,1	354,0	3634,8	64,5
13652	52957,8	164,0	3608,5	79,1
13659	53051,1	261,3	3573,2	45,1
13667	53025,6	299,9	3441,5	48,0
13673	52158,0	307,5	3287,5	52,6
13683	51045,0	768,7	3157,3	140,1
13689	50184,3	543,7	3046,4	70,2
13697	48624,6	887,0	2902,0	96,5
13705	47718,5	514,4	2788,5	75,6
13713	44906,8	755,1	2513,8	63,8
13720	42849,8	1298,0	2329,4	94,5
13729	40659,9	1118,9	2157,0	109,7
13736	38727,9	457,2	1953,2	37,7
13744	35765,3	1254,5	1750,7	88,2
13750	32753,7	1185,2	1562,1	94,9
13759	30342,3	672,0	1368,3	74,3
13766	27788,5	1157,3	1209,0	89,4
13774	26093,7	959,0	1083,2	60,9
13782	22262,4	1357,0	839,7	76,7
13789	18951,6	1930,9	634,0	102,9
13797	15504,9	1319,0	463,3	66,6
13803	13280,7	1277,9	348,1	56,5
13812	11177,9	1341,1	257,5	55,8
13819	9312,7	1055,7	173,6	38,9
13827	7981,0	1460,4	136,7	50,0
13836	5267,6	487,0	59,3	10,9
13842	5333,9	635,5	63,2	7,9
13849	4257,9	330,7	59,5	11,3
13858	3310,3	162,3	95,7	21,2
13864	3140,9	56,8	144,3	30,8
13873	3198,9	93,4	218,0	22,0
13880	3665,7	169,5	321,8	32,1
13887	5050,0	488,3	501,0	72,6
13894	5853,7	405,2	599,0	41,2
13903	6828,1	705,1	688,0	82,0
13910	8639,5	649,6	874,5	89,6
13918	10787,2	732,8	1080,0	50,9
13925	13834,0	1131,5	1311,9	110,7
13933	15881,0	1351,4	1507,0	153,7
13941	17670,3	1305,5	1646,6	112,2
13948	20458,1	1530,4	1846,1	109,0
13955	24132,9	1334,4	2080,6	93,6
13963	27356,3	831,5	2330,2	75,0
13971	30401,9	1495,5	2497,8	106,3
13978	33811,0	1292,3	2774,3	110,6
13986	35047,0	976,6	2834,5	67,4
13994	38400,0	769,8	3018,3	56,5
14001	40704,3	861,0	3201,1	73,6
14008	44648,9	1208,1	3374,2	109,6
14016	45775,4	1201,6	3425,8	74,3
14024	46614,8	739,3	3449,1	44,6
14031	49179,4	693,1	3560,3	66,4
14038	50597,0	837,3	3660,4	42,2
14046	51475,3	781,7	3638,7	75,0
14054	53105,0	243,1	3656,6	42,3
14062	53394,9	271,3	3668,9	57,6
14068	53910,2	294,2	3625,6	58,6
14077	54008,4	301,1	3572,8	80,2
14085	53650,9	300,6	3494,5	69,8
14091	52724,1	609,4	3348,8	103,2
14098	52405,6	462,9	3298,7	108,1
14105	51156,1	395,6	3142,7	62,7
14113	49678,6	355,9	3008,6	71,4
14122	47862,3	535,7	2855,7	59,1
14128	45753,4	656,8	2604,7	69,1
14135	43708,4	1213,3	2479,8	97,5
14144	41451,6	1033,4	2289,6	96,3
14152	38663,7	935,4	2099,9	83,2
14160	35482,5	1228,3	1823,8	101,8
14166	32743,0	1155,7	1631,7	91,7
14175	29923,1	1681,2	1477,5	113,9
14180	26226,6	1080,3	1215,9	64,1
14189	25116,2	803,5	1129,9	52,9
14197	21166,7	1006,8	904,4	66,7
14204	17835,7	1284,9	693,7	88,1
14212	15570,1	956,0	561,8	60,1
14218	13637,1	926,6	461,8	51,8
14227	11605,8	923,4	350,5	36,0
14234	7989,8	582,6	186,3	20,1
14241	6207,4	669,1	112,0	31,5
14249	6431,8	526,3	116,2	20,8
14257	3861,4	568,7	51,0	10,9
14264	3019,3	250,3	39,7	7,3
14272	2307,8	157,9	63,6	15,4
14278	2181,5	58,9	92,9	14,8
14287	2355,5	297,4	167,5	57,0
14295	2617,2	269,8	224,3	43,3
14300	3404,3	291,1	332,6	41,0
14309	4532,1	433,5	462,2	50,1
14317	6286,6	666,4	616,7	75,8
14323	7909,9	816,5	776,5	79,8
14330	10018,6	739,0	930,9	65,7
14338	12753,4	1272,2	1161,3	94,2
14345	15065,9	845,3	1343,5	88,4
14353	17454,2	1115,8	1508,1	91,8
14361	20872,2	1460,6	1750,1	131,5
14367	24202,8	1093,5	1987,0	74,4
14376	27474,3	670,4	2245,0	57,1
14383	28681,7	1282,7	2299,4	108,9
14391	33413,1	2014,4	2613,6	120,3
14398	35725,0	1810,7	2759,6	96,9
14405	39173,4	1254,7	2952,8	104,3
14412	41417,8	1533,8	3101,5	98,2
14420	43410,8	1202,9	3184,2	72,0
14427	45697,2	774,6	3306,8	74,8
14436	46806,4	711,5	3399,2	68,1
14443	49861,9	967,5	3521,4	117,7
14451	50948,0	883,0	3570,9	60,1
14458	52414,8	456,2	3657,5	114,0
14465	53328,5	595,9	3631,6	51,0
14471	54156,8	447,0	3687,0	66,4
14480	54521,9	295,7	3640,7	37,5
14487	54626,7	175,5	3593,3	46,3
14494	54370,2	172,5	3537,2	67,5
14502	53650,8	250,6	3418,4	58,2
14510	52779,0	508,7	3350,7	99,1
14517	51375,7	382,0	3207,1	45,7
14524	50366,8	1200,8	3121,1	115,1
14530	49294,5	377,1	2998,1	63,1
14538	47722,6	978,9	2893,2	78,2
14547	45110,5	1325,2	2675,3	130,1
14553	42275,3	943,5	2441,3	81,9
14561	39454,7	400,4	2238,2	73,8
14569	36446,5	1375,9	2008,0	117,4
14577	32766,4	1411,2	1758,2	107,8
14583	30008,0	904,3	1547,4	65,2
14590	27503,7	1115,4	1406,8	88,2
14597	24396,1	1043,0	1198,9	58,8
14605	21503,4	1132,9	1022,1	75,2
14613	19597,7	993,4	895,3	52,3
14620	15919,3	735,5	684,4	58,5
14627	14502,0	1359,9	609,0	91,3
14634	13241,6	976,4	524,5	66,7
14643	9412,1	898,8	326,9	56,4
14650	6703,1	655,4	192,0	42,3
14656	5339,3	536,1	137,6	25,0
14664	3463,8	343,8	62,7	12,3
14672	2459,1	377,2	36,3	11,9
14678	2118,8	363,4	33,4	7,0
14685	1528,1	108,3	33,1	8,2
14693	1366,8	74,1	75,1	14,6
14700	1753,9	244,3	144,9	32,8
14708	2129,0	496,9	188,5	49,8
14716	3493,5	721,3	336,2	65,5
14723	4555,2	1082,1	414,1	109,0
14731	5649,1	793,0	527,8	65,4
14738	8116,1	874,0	735,4	90,7
14746	10307,1	1330,9	897,4	108,4
14753	13338,5	907,3	1122,1	75,1
14760	14660,4	968,0	1217,2	65,9
14768	18415,8	743,3	1478,6	81,8
14775	20506,2	1592,2	1629,5	106,7
14781	25053,7	1134,0	1947,7	81,3
14789	25685,6	1047,3	1971,2	95,9
14797	30099,5	1087,2	2273,6	65,9
14803	33521,3	1359,3	2479,2	109,3
14811	35475,9	1647,1	2617,1	125,3
14818	38769,5	1249,0	2838,7	94,1
14825	41133,1	886,6	2970,8	61,5
14833	43841,4	1022,6	3131,8	132,2
14840	45405,7	1012,6	3235,3	111,1
14847	47879,4	1189,7	3360,7	63,8
14856	49793,1	1047,1	3489,0	58,4
14863	51515,4	960,6	3545,2	64,8
14870	52630,5	309,5	3607,1	58,3
14877	53899,2	575,1	3670,2	70,1
14886	54674,5	373,0	3686,2	68,9
14893	54856,2	356,9	3699,1	38,7
14899	55136,4	186,8	3652,6	54,8
14907	54660,6	297,2	3591,1	55,5
14914	54294,3	437,5	3502,9	80,4
14921	53896,6	485,3	3460,6	50,4
14929	52372,0	163,6	3320,5	71,8
14936	50665,2	718,9	3219,0	60,0
14943	49240,5	681,1	3069,1	53,5
14950	47220,0	794,7	2889,8	82,5
14958	44425,5	809,5	2664,8	57,2
14965	41112,8	1765,4	2468,0	151,5
14972	39866,9	1310,4	2383,9	111,3
14979	36606,9	778,7	2131,1	78,8
14987	32091,9	1232,2	1806,5	102,5
14994	31688,3	1022,9	1800,0	57,8
15001	28500,0	1129,9	1619,6	72,1
15009	28148,2	1797,7	1583,3	106,3
15015	23378,6	2102,5	1271,1	140,9
15022	18872,5	648,0	978,5	49,0
15030	16467,1	1559,0	831,2	120,1
15036	13099,8	1071,0	612,6	67,2
15044	12034,8	771,5	577,4	53,1
15051	7727,8	873,5	329,7	48,3
15058	6403,2	686,1	249,4	42,1
15066	4919,6	578,8	174,8	29,9
15074	4069,2	463,4	132,9	24,2
15080	2540,9	336,6	62,3	15,3
15088	1437,9	315,0	26,5	7,9
15095	896,3	95,7	19,0	6,1
15102	849,5	47,7	47,3	9,0
15110	1117,0	336,3	87,8	36,0
15117	1931,5	534,4	170,9	49,7
15123	2071,3	409,7	177,9	33,7
15133	3221,3	238,5	275,2	36,4
15139	4398,5	727,0	385,3	71,2
15146	5754,6	1165,3	466,7	93,6
15153	8281,3	1404,9	660,7	111,1
15161	10364,3	789,2	803,1	57,0
15166	12956,3	915,3	1013,2	84,6
15174	15322,9	1079,3	1142,6	86,8
15181	18363,1	1206,9	1364,0	96,2
15189	20717,4	1632,8	1534,6	118,8
15196	24663,4	901,0	1813,5	80,2
15204	27735,7	1314,7	2007,2	114,0
15210	29942,5	2001,8	2128,2	123,7
15218	33749,0	936,4	2384,3	55,6
15224	35985,6	791,7	2525,3	61,3
15231	40499,5	2195,0	2813,6	155,4
15239	40958,5	1981,3	2852,1	153,7
15246	42290,7	1203,4	2945,3	108,9
15254	46292,4	817,8	3164,1	85,3
15261	49316,4	1019,7	3374,8	90,9
15267	50506,7	660,2	3420,7	82,9
15275	51904,1	613,5	3504,9	76,9
15282	53272,2	602,6	3566,0	49,3
15290	54384,9	380,8	3667,1	59,1
15296	55160,4	145,6	3658,1	66,8
15303	55393,4	265,3	3691,2	57,7
15311	55543,4	210,3	3689,3	51,7
15318	55294,5	424,6	3647,9	103,3
15325	54629,1	520,5	3586,2	61,5
15333	54252,8	475,3	3548,6	46,9
15340	51621,8	318,6	3344,4	69,6
15346	50720,2	865,4	3274,2	73,5
15354	48869,6	1318,5	3094,6	123,1
15361	46664,9	659,3	2949,2	71,3
15368	44924,6	682,5	2838,3	73,2
15376	42292,3	1204,3	2646,7	125,0
15383	40737,2	1579,7	2568,4	100,2
15389	37339,2	913,9	2283,9	78,1
15396	35198,9	1091,6	2152,7	79,6
15404	33592,8	1020,1	2041,0	100,2
15412	29554,5	1124,2	1770,9	95,5
15419	25237,4	1544,3	1502,7	121,1
15425	22665,6	659,2	1325,0	58,1
15432	21177,0	1154,3	1227,5	74,6
15439	18593,9	942,8	1055,9	56,0
15447	13642,2	1202,7	761,9	66,2
15454	11757,8	1189,5	647,6	75,7
15462	10191,0	774,0	544,1	47,2
15468	8266,0	980,3	431,3	61,7
15476	5167,4	803,8	248,4	50,9
15483	3966,6	703,7	189,6	39,2
15490	3320,8	353,2	139,0	17,7
15496	1799,4	269,0	69,2	15,0
15503	986,2	208,6	27,5	9,5
15511	654,2	58,7	13,5	4,3
15518	481,0	46,2	16,1	5,1
15526	785,9	301,5	52,4	30,3
15533	1392,9	195,2	98,8	18,4
15540	2139,1	401,2	159,7	38,0
15546	3936,1	707,0	289,0	60,2
15554	5854,7	521,6	413,1	43,5
15559	5818,8	529,3	417,7	47,3
15568	8983,0	464,2	636,2	31,3
15574	10985,1	1153,1	765,9	76,1
15581	12772,6	1012,0	890,8	86,3
15589	15564,4	623,2	1080,5	37,7
15596	16978,3	807,2	1166,2	70,1
15603	21723,9	1298,9	1487,5	101,1
15610	24845,0	1188,0	1690,4	85,4
15617	25860,7	866,8	1756,6	68,1
15624	29555,7	1283,8	2003,3	105,1
15630	30997,1	1158,9	2089,1	84,0
15637	33495,1	1829,0	2248,3	106,9
15646	37500,5	1150,0	2543,9	109,2
15652	39048,7	1326,7	2596,6	115,3
15659	42749,0	1357,0	2871,1	144,4
15666	45191,0	820,8	3002,0	81,3
15673	47313,7	1351,0	3156,2	106,7
15680	49516,8	628,0	3315,5	66,0
