date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:50:55	34249/34249	---M--	200	added ('OK')	image/jpeg	etag:%2285c9-44cb75040e900%22	https://quantumlab.nat.fau.de/Verschraenkung/Erzeugung/Entanglement.jpg	C:/Users/Ricci/Desktop/QLA/QuantumLab/quantumlab.nat.fau.de/Verschraenkung/Erzeugung/Entanglement.jpg	(from https://quantumlab.nat.fau.de/Verschraenkung/Erzeugung/index.html)
16:50:55	37486/37486	---M--	200	added ('OK')	image/jpeg	etag:%22926e-46b84628b6400%22	https://quantumlab.nat.fau.de/Verschraenkung/Erzeugung/Iris-Kegel.jpg	C:/Users/Ricci/Desktop/QLA/QuantumLab/quantumlab.nat.fau.de/Verschraenkung/Erzeugung/Iris-Kegel.jpg	(from https://quantumlab.nat.fau.de/Verschraenkung/Erzeugung/index.html)
16:50:55	147767/147767	---M--	200	added ('OK')	image/jpeg	etag:%2224137-44df83444e0c0%22	https://quantumlab.nat.fau.de/Verschraenkung/Erzeugung/Iris-Detektor.jpg	C:/Users/Ricci/Desktop/QLA/QuantumLab/quantumlab.nat.fau.de/Verschraenkung/Erzeugung/Iris-Detektor.jpg	(from https://quantumlab.nat.fau.de/Verschraenkung/Erzeugung/index.html)
16:50:56	6818/6818	---M--	200	added ('OK')	image/jpeg	etag:%221aa2-44e6eb67f2e80%22	https://quantumlab.nat.fau.de/Verschraenkung/Bell/V-Formel.jpg	C:/Users/Ricci/Desktop/QLA/QuantumLab/quantumlab.nat.fau.de/Verschraenkung/Bell/V-Formel.jpg	(from https://quantumlab.nat.fau.de/Verschraenkung/Bell/index.html)
16:50:56	15833/15833	---M--	200	added ('OK')	image/jpeg	etag:%223dd9-44e7092615a80%22	https://quantumlab.nat.fau.de/Verschraenkung/Bell/Formel-Phase.jpg	C:/Users/Ricci/Desktop/QLA/QuantumLab/quantumlab.nat.fau.de/Verschraenkung/Bell/Formel-Phase.jpg	(from https://quantumlab.nat.fau.de/Verschraenkung/Bell/index.html)
16:50:56	110615/110615	---M--	200	added ('OK')	image/jpeg	etag:%221b017-44e70bbafb1c0%22	https://quantumlab.nat.fau.de/Verschraenkung/Bell/Graph-Phi.jpg	C:/Users/Ricci/Desktop/QLA/QuantumLab/quantumlab.nat.fau.de/Verschraenkung/Bell/Graph-Phi.jpg	(from https://quantumlab.nat.fau.de/Verschraenkung/Bell/index.html)
16:50:56	32887/32887	---M--	200	added ('OK')	image/jpeg	etag:%228077-44e712708c600%22	https://quantumlab.nat.fau.de/Verschraenkung/Bell/Bell-Ungleichungen.jpg	C:/Users/Ricci/Desktop/QLA/QuantumLab/quantumlab.nat.fau.de/Verschraenkung/Bell/Bell-Ungleichungen.jpg	(from https://quantumlab.nat.fau.de/Verschraenkung/Bell/index.html)
16:50:57	114009/114009	---M--	200	added ('OK')	image/jpeg	etag:%221bd59-44efb306c3bc0%22	https://quantumlab.nat.fau.de/Verschraenkung/Bell/Phase.jpg	C:/Users/Ricci/Desktop/QLA/QuantumLab/quantumlab.nat.fau.de/Verschraenkung/Bell/Phase.jpg	(from https://quantumlab.nat.fau.de/Verschraenkung/Bell/index.html)
16:50:57	97129/97129	---M--	200	added ('OK')	image/jpeg	etag:%2217b69-44efb4d457cc0%22	https://quantumlab.nat.fau.de/Verschraenkung/Bell/Zustand.jpg	C:/Users/Ricci/Desktop/QLA/QuantumLab/quantumlab.nat.fau.de/Verschraenkung/Bell/Zustand.jpg	(from https://quantumlab.nat.fau.de/Verschraenkung/Bell/index.html)
16:50:57	4566/4566	---M-Z	200	added ('OK')	text/plain	etag:%2211d6-458917eb2ec80-gzip%22	https://quantumlab.nat.fau.de/Verschraenkung/Bell/Daten-4-Bell.txt	C:/Users/Ricci/Desktop/QLA/QuantumLab/quantumlab.nat.fau.de/Verschraenkung/Bell/Daten-4-Bell.txt	(from https://quantumlab.nat.fau.de/Verschraenkung/Bell/index.html)
